provider,corridor,date,fee_php,effective_exchange_rate,weekday,weekday_number,is_holiday,is_promo,is_payday,effective_cost_php_15000
Remitly,AE-PH,2023-04-15,184.13,15.629879,Saturday,5,0,0,1,443.37
WorldRemit,AE-PH,2023-04-15,173.04,15.592888,Saturday,5,0,0,1,468.48
Wise,AE-PH,2023-04-16,162.34,15.661294,Sunday,6,0,0,1,390.97
Remitly,AE-PH,2023-04-16,170.27,15.646193,Sunday,6,0,0,1,413.6
WorldRemit,AE-PH,2023-04-16,174.95,15.604178,Sunday,6,0,0,1,459.32
Wise,AE-PH,2023-04-17,145.89,15.705724,Monday,0,0,0,0,331.44
Remitly,AE-PH,2023-04-17,153.51,15.715962,Monday,0,0,0,0,329.16
WorldRemit,AE-PH,2023-04-17,151.74,15.668151,Monday,0,0,0,0,373.71
Wise,AE-PH,2023-04-18,139.19,15.749725,Tuesday,1,0,0,0,282.31
Remitly,AE-PH,2023-04-18,132.48,15.737808,Tuesday,1,0,0,0,287.06
WorldRemit,AE-PH,2023-04-18,141.22,15.689047,Tuesday,1,0,0,0,342.9
Wise,AE-PH,2023-04-19,131.11,15.75929,Wednesday,2,0,0,0,265.04
Remitly,AE-PH,2023-04-19,153.51,15.711895,Wednesday,2,0,0,0,333.1
WorldRemit,AE-PH,2023-04-19,124.99,15.72103,Wednesday,2,0,0,0,295.75
Wise,AE-PH,2023-04-20,110.87,15.790367,Thursday,3,0,0,0,215.02
Remitly,AE-PH,2023-04-20,155.86,15.709766,Thursday,3,0,0,0,337.5
WorldRemit,AE-PH,2023-04-20,141.06,15.696979,Thursday,3,0,0,0,335.06
Wise,AE-PH,2023-04-21,128.49,15.752062,Friday,4,0,0,0,269.37
Remitly,AE-PH,2023-04-21,159.77,15.673318,Friday,4,0,0,0,376.72
WorldRemit,AE-PH,2023-04-21,153.64,15.644102,Friday,4,0,0,0,399.0
Wise,AE-PH,2023-04-22,140.4,15.73689,Saturday,5,0,0,0,295.87
Remitly,AE-PH,2023-04-22,174.15,15.681438,Saturday,5,0,0,0,383.21
WorldRemit,AE-PH,2023-04-22,167.28,15.637505,Saturday,5,0,0,0,419.07
Wise,AE-PH,2023-04-23,142.37,15.708711,Sunday,6,0,0,0,325.02
Remitly,AE-PH,2023-04-23,167.73,15.689596,Sunday,6,0,0,0,368.88
WorldRemit,AE-PH,2023-04-23,157.95,15.650599,Sunday,6,0,0,0,396.98
Wise,AE-PH,2023-04-24,149.54,15.709808,Monday,0,0,0,0,331.14
Remitly,AE-PH,2023-04-24,147.41,15.716018,Monday,0,0,0,0,323.01
WorldRemit,AE-PH,2023-04-24,149.14,15.65175,Monday,0,0,0,0,387.06
Wise,AE-PH,2023-04-25,136.88,15.739627,Tuesday,1,0,0,0,289.72
Remitly,AE-PH,2023-04-25,128.52,15.742317,Tuesday,1,0,0,0,278.77
WorldRemit,AE-PH,2023-04-25,140.53,15.679234,Tuesday,1,0,0,0,351.73
Wise,AE-PH,2023-04-26,132.85,15.762123,Wednesday,2,0,0,0,264.06
Remitly,AE-PH,2023-04-26,150.21,15.726064,Wednesday,2,0,0,0,316.11
WorldRemit,AE-PH,2023-04-26,123.46,15.704783,Wednesday,2,0,0,0,309.92
Wise,AE-PH,2023-04-27,118.5,15.797565,Thursday,3,0,0,0,215.76
Remitly,AE-PH,2023-04-27,155.44,15.690097,Thursday,3,0,0,0,356.11
WorldRemit,AE-PH,2023-04-27,139.43,15.686698,Thursday,3,0,0,0,343.39
Wise,AE-PH,2023-04-28,128.64,15.756167,Friday,4,0,0,0,265.57
Remitly,AE-PH,2023-04-28,168.61,15.685468,Friday,4,0,0,0,373.77
WorldRemit,AE-PH,2023-04-28,151.64,15.663065,Friday,4,0,0,0,378.54
Wise,AE-PH,2023-04-29,156.49,15.679607,Saturday,5,0,0,1,367.33
Remitly,AE-PH,2023-04-29,182.25,15.631224,Saturday,5,0,0,1,440.17
WorldRemit,AE-PH,2023-04-29,170.62,15.585768,Saturday,5,0,0,1,473.04
Wise,AE-PH,2023-04-30,162.32,15.682854,Sunday,6,0,0,1,370.01
Remitly,AE-PH,2023-04-30,167.25,15.635624,Sunday,6,0,0,1,420.87
WorldRemit,AE-PH,2023-04-30,171.72,15.619396,Sunday,6,0,0,1,441.19
Wise,AE-PH,2023-05-01,156.73,15.699591,Monday,0,1,0,0,348.21
Remitly,AE-PH,2023-05-01,136.22,15.750748,Monday,0,1,1,0,278.36
WorldRemit,AE-PH,2023-05-01,160.78,15.620818,Monday,0,1,0,0,428.87
Wise,AE-PH,2023-05-02,141.86,15.73007,Tuesday,1,0,0,0,303.9
Remitly,AE-PH,2023-05-02,101.75,15.804577,Tuesday,1,0,1,0,192.31
WorldRemit,AE-PH,2023-05-02,111.05,15.735762,Tuesday,1,0,1,0,267.61
Wise,AE-PH,2023-05-03,94.34,15.820124,Wednesday,2,0,1,0,170.08
Remitly,AE-PH,2023-05-03,122.43,15.781523,Wednesday,2,0,1,0,235.04
WorldRemit,AE-PH,2023-05-03,93.94,15.767973,Wednesday,2,0,1,0,219.53
Wise,AE-PH,2023-05-04,95.75,15.835851,Thursday,3,0,1,0,156.51
Remitly,AE-PH,2023-05-04,158.41,15.682435,Thursday,3,0,0,0,366.5
WorldRemit,AE-PH,2023-05-04,116.35,15.758429,Thursday,3,0,1,0,251.11
Wise,AE-PH,2023-05-05,98.39,15.825178,Friday,4,0,1,0,169.31
Remitly,AE-PH,2023-05-05,167.92,15.694119,Friday,4,0,0,0,364.7
WorldRemit,AE-PH,2023-05-05,151.1,15.662237,Friday,4,0,0,0,378.81
Wise,AE-PH,2023-05-06,140.29,15.73009,Saturday,5,0,0,0,302.31
Remitly,AE-PH,2023-05-06,165.26,15.677256,Saturday,5,0,0,0,378.38
WorldRemit,AE-PH,2023-05-06,164.21,15.637725,Saturday,5,0,0,0,415.78
Wise,AE-PH,2023-05-07,145.84,15.719669,Sunday,6,0,0,0,317.91
Remitly,AE-PH,2023-05-07,156.43,15.689488,Sunday,6,0,0,0,357.69
WorldRemit,AE-PH,2023-05-07,154.2,15.665417,Sunday,6,0,0,0,378.82
Wise,AE-PH,2023-05-08,152.51,15.719208,Monday,0,0,0,0,325.03
Remitly,AE-PH,2023-05-08,145.81,15.712173,Monday,0,0,0,0,325.12
WorldRemit,AE-PH,2023-05-08,148.94,15.653845,Monday,0,0,0,0,384.81
Wise,AE-PH,2023-05-09,136.22,15.736501,Tuesday,1,0,0,0,292.07
Remitly,AE-PH,2023-05-09,132.69,15.757634,Tuesday,1,0,0,0,268.21
WorldRemit,AE-PH,2023-05-09,144.01,15.680844,Tuesday,1,0,0,0,353.65
Wise,AE-PH,2023-05-10,131.06,15.768641,Wednesday,2,0,0,0,256.01
Remitly,AE-PH,2023-05-10,147.47,15.720367,Wednesday,2,0,0,0,318.87
WorldRemit,AE-PH,2023-05-10,120.68,15.723348,Wednesday,2,0,0,0,289.2
Wise,AE-PH,2023-05-11,106.86,15.78121,Thursday,3,0,0,0,219.77
Remitly,AE-PH,2023-05-11,155.48,15.692195,Thursday,3,0,0,0,354.11
WorldRemit,AE-PH,2023-05-11,144.97,15.681571,Thursday,3,0,0,0,353.9
Wise,AE-PH,2023-05-12,135.96,15.75319,Friday,4,0,0,0,275.75
Remitly,AE-PH,2023-05-12,158.44,15.674405,Friday,4,0,0,0,374.33
WorldRemit,AE-PH,2023-05-12,149.65,15.66417,Friday,4,0,0,0,375.48
Wise,AE-PH,2023-05-13,140.93,15.718234,Saturday,5,0,0,0,314.39
Remitly,AE-PH,2023-05-13,164.92,15.687767,Saturday,5,0,0,0,367.85
WorldRemit,AE-PH,2023-05-13,154.49,15.654032,Saturday,5,0,0,0,390.18
Wise,AE-PH,2023-05-14,156.74,15.673429,Sunday,6,0,0,1,373.57
Remitly,AE-PH,2023-05-14,179.63,15.630238,Sunday,6,0,0,1,438.51
WorldRemit,AE-PH,2023-05-14,178.98,15.598926,Sunday,6,0,0,1,468.5
Wise,AE-PH,2023-05-15,164.88,15.67976,Monday,0,0,0,1,375.57
Remitly,AE-PH,2023-05-15,158.97,15.682129,Monday,0,0,0,1,367.36
WorldRemit,AE-PH,2023-05-15,166.22,15.615972,Monday,0,0,0,1,439.05
Wise,AE-PH,2023-05-16,151.11,15.693772,Tuesday,1,0,0,1,348.22
Remitly,AE-PH,2023-05-16,140.36,15.68119,Tuesday,1,0,0,1,349.67
WorldRemit,AE-PH,2023-05-16,155.28,15.642905,Tuesday,1,0,0,1,401.81
Wise,AE-PH,2023-05-17,130.81,15.759668,Wednesday,2,0,0,0,264.37
Remitly,AE-PH,2023-05-17,150.68,15.726622,Wednesday,2,0,0,0,316.05
WorldRemit,AE-PH,2023-05-17,128.87,15.715208,Wednesday,2,0,0,0,305.25
Wise,AE-PH,2023-05-18,110.74,15.788192,Thursday,3,0,0,0,216.97
Remitly,AE-PH,2023-05-18,160.66,15.685802,Thursday,3,0,0,0,365.49
WorldRemit,AE-PH,2023-05-18,141.49,15.68731,Thursday,3,0,0,0,344.86
Wise,AE-PH,2023-05-19,125.55,15.765806,Friday,4,0,0,0,253.23
Remitly,AE-PH,2023-05-19,171.21,15.688753,Friday,4,0,0,0,373.18
WorldRemit,AE-PH,2023-05-19,152.83,15.663615,Friday,4,0,0,0,379.2
Wise,AE-PH,2023-05-20,139.38,15.745686,Saturday,5,0,0,0,286.39
Remitly,AE-PH,2023-05-20,161.62,15.676383,Saturday,5,0,0,0,375.59
WorldRemit,AE-PH,2023-05-20,160.02,15.657991,Saturday,5,0,0,0,391.86
Wise,AE-PH,2023-05-21,143.39,15.716384,Sunday,6,0,0,0,318.64
Remitly,AE-PH,2023-05-21,155.88,15.695581,Sunday,6,0,0,0,351.24
WorldRemit,AE-PH,2023-05-21,164.15,15.642986,Sunday,6,0,0,0,410.6
Wise,AE-PH,2023-05-22,151.66,15.718042,Monday,0,0,0,0,325.3
Remitly,AE-PH,2023-05-22,148.12,15.714902,Monday,0,0,0,0,324.8
WorldRemit,AE-PH,2023-05-22,152.67,15.661245,Monday,0,0,0,0,381.34
Wise,AE-PH,2023-05-23,141.33,15.728034,Tuesday,1,0,0,0,305.33
Remitly,AE-PH,2023-05-23,128.24,15.745888,Tuesday,1,0,0,0,275.06
WorldRemit,AE-PH,2023-05-23,141.03,15.682141,Tuesday,1,0,0,0,349.42
Wise,AE-PH,2023-05-24,123.62,15.748451,Wednesday,2,0,0,0,267.97
Remitly,AE-PH,2023-05-24,149.92,15.718518,Wednesday,2,0,0,0,323.1
WorldRemit,AE-PH,2023-05-24,125.97,15.719438,Wednesday,2,0,0,0,298.26
Wise,AE-PH,2023-05-25,118.15,15.796848,Thursday,3,0,0,0,216.1
Remitly,AE-PH,2023-05-25,160.77,15.700609,Thursday,3,0,0,0,351.26
WorldRemit,AE-PH,2023-05-25,138.64,15.677929,Thursday,3,0,0,0,351.11
Wise,AE-PH,2023-05-26,130.83,15.756868,Friday,4,0,0,0,267.09
Remitly,AE-PH,2023-05-26,164.01,15.684086,Friday,4,0,0,0,370.51
WorldRemit,AE-PH,2023-05-26,150.0,15.661239,Friday,4,0,0,0,378.68
Wise,AE-PH,2023-05-27,139.53,15.737639,Saturday,5,0,0,0,294.28
Remitly,AE-PH,2023-05-27,169.08,15.682721,Saturday,5,0,0,0,376.9
WorldRemit,AE-PH,2023-05-27,160.58,15.643527,Saturday,5,0,0,0,406.51
Wise,AE-PH,2023-05-28,153.26,15.739035,Sunday,6,0,0,0,306.67
Remitly,AE-PH,2023-05-28,163.22,15.687429,Sunday,6,0,0,0,366.48
WorldRemit,AE-PH,2023-05-28,159.67,15.655833,Sunday,6,0,0,0,393.61
Wise,AE-PH,2023-05-29,158.34,15.674271,Monday,0,0,0,1,374.36
Remitly,AE-PH,2023-05-29,132.63,15.73167,Monday,0,0,1,1,293.13
WorldRemit,AE-PH,2023-05-29,171.82,15.61679,Monday,0,0,0,1,443.85
Wise,AE-PH,2023-05-30,155.03,15.677267,Tuesday,1,0,0,1,368.14
Remitly,AE-PH,2023-05-30,124.19,15.753733,Tuesday,1,0,1,1,263.46
WorldRemit,AE-PH,2023-05-30,131.21,15.703159,Tuesday,1,0,1,1,319.24
Wise,AE-PH,2023-05-31,117.13,15.761651,Wednesday,2,0,1,1,248.79
Remitly,AE-PH,2023-05-31,135.49,15.731483,Wednesday,2,0,1,1,296.17
WorldRemit,AE-PH,2023-05-31,112.52,15.726676,Wednesday,2,0,1,1,277.83
Wise,AE-PH,2023-06-01,84.24,15.84482,Thursday,3,0,1,0,136.48
Remitly,AE-PH,2023-06-01,161.37,15.69409,Thursday,3,0,0,0,358.17
WorldRemit,AE-PH,2023-06-01,106.04,15.741699,Thursday,3,0,1,0,256.88
Wise,AE-PH,2023-06-02,104.0,15.820736,Friday,4,0,1,0,179.15
Remitly,AE-PH,2023-06-02,163.46,15.671347,Friday,4,0,0,0,382.31
WorldRemit,AE-PH,2023-06-02,153.38,15.667603,Friday,4,0,0,0,375.87
Wise,AE-PH,2023-06-03,145.23,15.72036,Saturday,5,0,0,0,316.64
Remitly,AE-PH,2023-06-03,171.47,15.684445,Saturday,5,0,0,0,377.62
WorldRemit,AE-PH,2023-06-03,160.84,15.649652,Saturday,5,0,0,0,400.8
Wise,AE-PH,2023-06-04,150.48,15.724757,Sunday,6,0,0,0,317.64
Remitly,AE-PH,2023-06-04,149.45,15.681437,Sunday,6,0,0,0,358.52
WorldRemit,AE-PH,2023-06-04,158.28,15.650454,Sunday,6,0,0,0,397.45
Wise,AE-PH,2023-06-05,151.55,15.711614,Monday,0,0,0,0,331.4
Remitly,AE-PH,2023-06-05,149.36,15.725516,Monday,0,0,0,0,315.8
WorldRemit,AE-PH,2023-06-05,150.37,15.657019,Monday,0,0,0,0,383.15
Wise,AE-PH,2023-06-06,137.66,15.725331,Tuesday,1,0,0,0,304.28
Remitly,AE-PH,2023-06-06,130.72,15.74793,Tuesday,1,0,0,0,275.57
WorldRemit,AE-PH,2023-06-06,142.12,15.703656,Tuesday,1,0,0,0,329.66
Wise,AE-PH,2023-06-07,136.59,15.750803,Wednesday,2,0,0,0,278.68
Remitly,AE-PH,2023-06-07,148.72,15.712678,Wednesday,2,0,0,0,327.54
WorldRemit,AE-PH,2023-06-07,128.09,15.709396,Wednesday,2,0,0,0,310.08
Wise,AE-PH,2023-06-08,112.62,15.784885,Thursday,3,0,0,0,222.01
Remitly,AE-PH,2023-06-08,158.59,15.691779,Thursday,3,0,0,0,357.63
WorldRemit,AE-PH,2023-06-08,140.75,15.673202,Thursday,3,0,0,0,357.8
Wise,AE-PH,2023-06-09,131.81,15.763083,Friday,4,0,0,0,262.1
Remitly,AE-PH,2023-06-09,171.76,15.673323,Friday,4,0,0,0,388.7
WorldRemit,AE-PH,2023-06-09,151.92,15.661777,Friday,4,0,0,0,380.07
Wise,AE-PH,2023-06-10,144.26,15.739985,Saturday,5,0,0,0,296.75
Remitly,AE-PH,2023-06-10,166.3,15.665819,Saturday,5,0,0,0,390.53
WorldRemit,AE-PH,2023-06-10,160.96,15.651033,Saturday,5,0,0,0,399.57
Wise,AE-PH,2023-06-11,147.16,15.717811,Sunday,6,0,0,0,321.03
Remitly,AE-PH,2023-06-11,164.81,15.695557,Sunday,6,0,0,0,360.19
WorldRemit,AE-PH,2023-06-11,163.52,15.634926,Sunday,6,0,0,0,417.83
Wise,AE-PH,2023-06-12,162.36,15.688009,Monday,0,1,0,0,365.06
Remitly,AE-PH,2023-06-12,164.23,15.690643,Monday,0,1,0,0,364.37
WorldRemit,AE-PH,2023-06-12,160.99,15.652466,Monday,0,1,0,0,398.21
Wise,AE-PH,2023-06-13,142.35,15.733838,Tuesday,1,0,0,0,300.76
Remitly,AE-PH,2023-06-13,132.32,15.739474,Tuesday,1,0,0,0,285.31
WorldRemit,AE-PH,2023-06-13,142.04,15.685551,Tuesday,1,0,0,0,347.11
Wise,AE-PH,2023-06-14,151.76,15.703151,Wednesday,2,0,0,1,339.79
Remitly,AE-PH,2023-06-14,163.88,15.673238,Wednesday,2,0,0,1,380.9
WorldRemit,AE-PH,2023-06-14,142.66,15.672439,Wednesday,2,0,0,1,360.46
Wise,AE-PH,2023-06-15,127.72,15.750784,Thursday,3,0,0,1,269.82
Remitly,AE-PH,2023-06-15,178.77,15.652255,Thursday,3,0,0,1,416.19
WorldRemit,AE-PH,2023-06-15,154.93,15.635451,Thursday,3,0,0,1,408.73
Wise,AE-PH,2023-06-16,147.47,15.720502,Friday,4,0,0,1,318.74
Remitly,AE-PH,2023-06-16,185.84,15.63715,Friday,4,0,0,1,437.98
WorldRemit,AE-PH,2023-06-16,166.55,15.618184,Friday,4,0,0,1,437.21
Wise,AE-PH,2023-06-17,141.86,15.721617,Saturday,5,0,0,0,312.05
Remitly,AE-PH,2023-06-17,168.98,15.683034,Saturday,5,0,0,0,376.5
WorldRemit,AE-PH,2023-06-17,156.73,15.646451,Saturday,5,0,0,0,399.81
Wise,AE-PH,2023-06-18,145.5,15.7134,Sunday,6,0,0,0,323.63
Remitly,AE-PH,2023-06-18,161.19,15.687549,Sunday,6,0,0,0,364.33
WorldRemit,AE-PH,2023-06-18,162.1,15.633948,Sunday,6,0,0,0,417.36
Wise,AE-PH,2023-06-19,144.65,15.717256,Monday,0,0,0,0,319.05
Remitly,AE-PH,2023-06-19,151.12,15.719339,Monday,0,0,0,0,323.51
WorldRemit,AE-PH,2023-06-19,152.33,15.660654,Monday,0,0,0,0,381.58
Wise,AE-PH,2023-06-20,142.39,15.744268,Tuesday,1,0,0,0,290.76
Remitly,AE-PH,2023-06-20,131.27,15.74455,Tuesday,1,0,0,0,279.37
WorldRemit,AE-PH,2023-06-20,139.68,15.693199,Tuesday,1,0,0,0,337.34
Wise,AE-PH,2023-06-21,125.64,15.755355,Wednesday,2,0,0,0,263.35
Remitly,AE-PH,2023-06-21,147.95,15.728712,Wednesday,2,0,0,0,311.3
WorldRemit,AE-PH,2023-06-21,126.2,15.718103,Wednesday,2,0,0,0,299.78
Wise,AE-PH,2023-06-22,113.54,15.798704,Thursday,3,0,0,0,209.71
Remitly,AE-PH,2023-06-22,157.93,15.704963,Thursday,3,0,0,0,344.22
WorldRemit,AE-PH,2023-06-22,143.51,15.694745,Thursday,3,0,0,0,339.68
Wise,AE-PH,2023-06-23,130.72,15.753915,Friday,4,0,0,0,269.81
Remitly,AE-PH,2023-06-23,165.55,15.681746,Friday,4,0,0,0,374.31
WorldRemit,AE-PH,2023-06-23,150.32,15.650019,Friday,4,0,0,0,389.92
Wise,AE-PH,2023-06-24,138.36,15.734908,Saturday,5,0,0,0,295.74
Remitly,AE-PH,2023-06-24,164.66,15.670408,Saturday,5,0,0,0,384.43
WorldRemit,AE-PH,2023-06-24,159.7,15.636404,Saturday,5,0,0,0,412.57
Wise,AE-PH,2023-06-25,147.4,15.721873,Sunday,6,0,0,0,317.35
Remitly,AE-PH,2023-06-25,159.85,15.694229,Sunday,6,0,0,0,356.52
WorldRemit,AE-PH,2023-06-25,157.11,15.652394,Sunday,6,0,0,0,394.39
Wise,AE-PH,2023-06-26,146.49,15.724432,Monday,0,0,0,0,313.97
Remitly,AE-PH,2023-06-26,118.59,15.775847,Monday,0,0,1,0,236.64
WorldRemit,AE-PH,2023-06-26,149.86,15.652263,Monday,0,0,0,0,387.27
Wise,AE-PH,2023-06-27,132.59,15.745003,Tuesday,1,0,0,0,280.26
Remitly,AE-PH,2023-06-27,94.62,15.776086,Tuesday,1,0,1,0,212.44
WorldRemit,AE-PH,2023-06-27,113.5,15.74678,Tuesday,1,0,1,0,259.45
Wise,AE-PH,2023-06-28,97.25,15.820204,Wednesday,2,0,1,0,172.9
Remitly,AE-PH,2023-06-28,116.8,15.767213,Wednesday,2,0,1,0,243.13
WorldRemit,AE-PH,2023-06-28,94.52,15.783852,Wednesday,2,0,1,0,204.9
Wise,AE-PH,2023-06-29,99.79,15.794192,Thursday,3,0,1,1,200.28
Remitly,AE-PH,2023-06-29,171.48,15.631155,Thursday,3,0,0,1,429.47
WorldRemit,AE-PH,2023-06-29,131.43,15.697459,Thursday,3,0,1,1,324.97
Wise,AE-PH,2023-06-30,117.48,15.771444,Friday,4,0,1,1,239.75
Remitly,AE-PH,2023-06-30,175.79,15.632686,Friday,4,0,0,1,432.28
WorldRemit,AE-PH,2023-06-30,170.69,15.615349,Friday,4,0,0,1,444.12
Wise,AE-PH,2023-07-01,142.11,15.729853,Saturday,5,0,0,0,304.36
Remitly,AE-PH,2023-07-01,169.85,15.667448,Saturday,5,0,0,0,392.49
WorldRemit,AE-PH,2023-07-01,163.09,15.640817,Saturday,5,0,0,0,411.65
Wise,AE-PH,2023-07-02,153.22,15.714577,Sunday,6,0,0,0,330.21
Remitly,AE-PH,2023-07-02,157.72,15.700716,Sunday,6,0,0,0,348.11
WorldRemit,AE-PH,2023-07-02,159.46,15.644554,Sunday,6,0,0,0,404.38
Wise,AE-PH,2023-07-03,150.56,15.709939,Monday,0,0,0,0,332.03
Remitly,AE-PH,2023-07-03,144.59,15.714755,Monday,0,0,0,0,321.41
WorldRemit,AE-PH,2023-07-03,149.59,15.67061,Monday,0,0,0,0,369.17
Wise,AE-PH,2023-07-04,140.69,15.714774,Tuesday,1,0,0,0,317.49
Remitly,AE-PH,2023-07-04,132.78,15.743565,Tuesday,1,0,0,0,281.82
WorldRemit,AE-PH,2023-07-04,142.46,15.68069,Tuesday,1,0,0,0,352.25
Wise,AE-PH,2023-07-05,123.71,15.770275,Wednesday,2,0,0,0,247.1
Remitly,AE-PH,2023-07-05,152.14,15.719773,Wednesday,2,0,0,0,324.12
WorldRemit,AE-PH,2023-07-05,129.79,15.718243,Wednesday,2,0,0,0,303.24
Wise,AE-PH,2023-07-06,117.21,15.794387,Thursday,3,0,0,0,217.51
Remitly,AE-PH,2023-07-06,157.3,15.692196,Thursday,3,0,0,0,355.93
WorldRemit,AE-PH,2023-07-06,137.56,15.690097,Thursday,3,0,0,0,338.23
Wise,AE-PH,2023-07-07,140.93,15.759196,Friday,4,0,0,0,274.95
Remitly,AE-PH,2023-07-07,162.53,15.680332,Friday,4,0,0,0,372.66
WorldRemit,AE-PH,2023-07-07,148.5,15.65502,Friday,4,0,0,0,383.23
Wise,AE-PH,2023-07-08,144.62,15.74777,Saturday,5,0,0,0,289.62
Remitly,AE-PH,2023-07-08,169.25,15.689088,Saturday,5,0,0,0,370.9
WorldRemit,AE-PH,2023-07-08,160.26,15.638442,Saturday,5,0,0,0,411.14
Wise,AE-PH,2023-07-09,150.64,15.718978,Sunday,6,0,0,0,323.39
Remitly,AE-PH,2023-07-09,159.41,15.686262,Sunday,6,0,0,0,363.8
WorldRemit,AE-PH,2023-07-09,164.92,15.662913,Sunday,6,0,0,0,391.97
Wise,AE-PH,2023-07-10,151.37,15.727131,Monday,0,0,0,0,316.25
Remitly,AE-PH,2023-07-10,142.8,15.718103,Monday,0,0,0,0,316.39
WorldRemit,AE-PH,2023-07-10,150.4,15.659939,Monday,0,0,0,0,380.35
Wise,AE-PH,2023-07-11,145.19,15.735813,Tuesday,1,0,0,0,301.7
Remitly,AE-PH,2023-07-11,136.58,15.749376,Tuesday,1,0,0,0,280.03
WorldRemit,AE-PH,2023-07-11,139.38,15.689443,Tuesday,1,0,0,0,340.69
Wise,AE-PH,2023-07-12,133.14,15.74949,Wednesday,2,0,0,0,276.48
Remitly,AE-PH,2023-07-12,155.9,15.718848,Wednesday,2,0,0,0,328.77
WorldRemit,AE-PH,2023-07-12,121.71,15.720152,Wednesday,2,0,0,0,293.32
Wise,AE-PH,2023-07-13,111.32,15.794299,Thursday,3,0,0,0,211.71
Remitly,AE-PH,2023-07-13,155.83,15.705883,Thursday,3,0,0,0,341.22
WorldRemit,AE-PH,2023-07-13,143.02,15.691353,Thursday,3,0,0,0,342.47
Wise,AE-PH,2023-07-14,146.6,15.708147,Friday,4,0,0,1,329.8
Remitly,AE-PH,2023-07-14,175.95,15.620168,Friday,4,0,0,1,444.67
WorldRemit,AE-PH,2023-07-14,166.03,15.612588,Friday,4,0,0,1,442.16
Wise,AE-PH,2023-07-15,150.96,15.689687,Saturday,5,0,0,1,352.03
Remitly,AE-PH,2023-07-15,176.91,15.627673,Saturday,5,0,0,1,438.3
WorldRemit,AE-PH,2023-07-15,171.0,15.601157,Saturday,5,0,0,1,458.33
Wise,AE-PH,2023-07-16,162.12,15.67203,Sunday,6,0,0,1,380.32
Remitly,AE-PH,2023-07-16,175.46,15.632488,Sunday,6,0,0,1,432.15
WorldRemit,AE-PH,2023-07-16,170.24,15.608906,Sunday,6,0,0,1,449.98
Wise,AE-PH,2023-07-17,145.45,15.716752,Monday,0,0,0,0,320.34
Remitly,AE-PH,2023-07-17,153.23,15.705988,Monday,0,0,0,0,338.52
WorldRemit,AE-PH,2023-07-17,146.67,15.640538,Monday,0,0,0,0,395.5
Wise,AE-PH,2023-07-18,138.75,15.724804,Tuesday,1,0,0,0,305.87
Remitly,AE-PH,2023-07-18,133.61,15.751162,Tuesday,1,0,0,0,275.35
WorldRemit,AE-PH,2023-07-18,141.66,15.695262,Tuesday,1,0,0,0,337.33
Wise,AE-PH,2023-07-19,130.19,15.748351,Wednesday,2,0,0,0,274.64
Remitly,AE-PH,2023-07-19,148.06,15.703885,Wednesday,2,0,0,0,335.39
WorldRemit,AE-PH,2023-07-19,125.86,15.725325,Wednesday,2,0,0,0,292.47
Wise,AE-PH,2023-07-20,114.15,15.795784,Thursday,3,0,0,0,213.12
Remitly,AE-PH,2023-07-20,160.08,15.670694,Thursday,3,0,0,0,379.57
WorldRemit,AE-PH,2023-07-20,139.78,15.678228,Thursday,3,0,0,0,351.96
Wise,AE-PH,2023-07-21,129.42,15.743357,Friday,4,0,0,0,278.67
Remitly,AE-PH,2023-07-21,163.13,15.669534,Friday,4,0,0,0,383.75
WorldRemit,AE-PH,2023-07-21,147.88,15.660906,Friday,4,0,0,0,376.89
Wise,AE-PH,2023-07-22,145.68,15.733934,Saturday,5,0,0,0,304.0
Remitly,AE-PH,2023-07-22,169.85,15.673127,Saturday,5,0,0,0,386.98
WorldRemit,AE-PH,2023-07-22,160.13,15.645548,Saturday,5,0,0,0,404.09
Wise,AE-PH,2023-07-23,149.99,15.710921,Sunday,6,0,0,0,330.51
Remitly,AE-PH,2023-07-23,158.69,15.681665,Sunday,6,0,0,0,367.53
WorldRemit,AE-PH,2023-07-23,160.72,15.644361,Sunday,6,0,0,0,405.83
Wise,AE-PH,2023-07-24,143.65,15.72367,Monday,0,0,0,0,311.87
Remitly,AE-PH,2023-07-24,123.44,15.772724,Monday,0,0,1,0,244.48
WorldRemit,AE-PH,2023-07-24,154.99,15.656504,Monday,0,0,0,0,388.28
Wise,AE-PH,2023-07-25,141.92,15.731179,Tuesday,1,0,0,0,302.89
Remitly,AE-PH,2023-07-25,95.52,15.798899,Tuesday,1,0,1,0,191.51
WorldRemit,AE-PH,2023-07-25,105.46,15.727917,Tuesday,1,0,1,0,269.58
Wise,AE-PH,2023-07-26,99.23,15.814268,Wednesday,2,0,1,0,180.55
Remitly,AE-PH,2023-07-26,118.03,15.769355,Wednesday,2,0,1,0,242.3
WorldRemit,AE-PH,2023-07-26,88.09,15.775848,Wednesday,2,0,1,0,206.14
Wise,AE-PH,2023-07-27,83.76,15.834795,Thursday,3,0,1,0,145.52
Remitly,AE-PH,2023-07-27,163.94,15.681554,Thursday,3,0,0,0,372.89
WorldRemit,AE-PH,2023-07-27,109.77,15.740756,Thursday,3,0,1,0,261.52
Wise,AE-PH,2023-07-28,98.47,15.819208,Friday,4,0,1,0,175.08
Remitly,AE-PH,2023-07-28,167.65,15.693309,Friday,4,0,0,0,365.21
WorldRemit,AE-PH,2023-07-28,152.48,15.669265,Friday,4,0,0,0,373.36
